Sr No,Society,No of flats,City ZOne,Area,Month,Quarter,Date,Response/Mood,Slot,Booked Thorugh,Repeat/new,Society Fees,PW MASKED SALES
408,Rakshak Nagar Ph-2,310.0,East,WAGHOLI,,,,,,,new,,
409,RIDHI SIDHI PARK,290.0,East,WAGHOLI,,,,,,,new,,
410,FORTUNE ESATE,410.0,East,WAGHOLI,,,,,,,new,,
411,SERCATE HART,600.0,East,WANAVADI,,,,,,,new,,
412,BRAMAHA AANGAN,350.0,East,WANAVADI,,,,,,,new,,
413,OXFORD VILLGE,168.0,East,WANAVADI,,,,,,,new,,
414,FLOWER VALLEY,331.0,East,WANAVADI,,,,,,,new,,
415,BRAMHA EXUBERANCE,250.0,East,WANAVADI,,,,,,,new,,
416,HILL MIST HARMONY,380.0,East,WANAVADI,,,,,,,new,,
417,MAYFAIRE ELEGA,300.0,East,WANAVADI,,,,,,,new,,
418,CLOVER VILLAGE,500.0,East,WANAVADI,,,,,,,new,,
419,UTPPIA,340.0,East,WANAVADI,,,,,,,new,,
420,FLOWER VALLEY,280.0,East,WANAVADI,,,,,,,new,,
421,BRAMHA EMRALD COUNTY,450.0,East,WANAVADI,,,,,,,new,,
422,GANGA SABERA,310.0,East,Wanawadi,,,,,,,new,,
423,Salunke vihar,450.0,East,Wanawadi,,,,,,,new,,
424,green vally,202.0,East,Wanwadi,,,,,,,new,,
425,CITADEL PH.1,310.0,East,"B.T.Kavde Road, Ghorpadi",,,,,,,new,,
426,CITADEL PH.2,305.0,East,"B.T.Kavde Road, Ghorpadi",,,,,,,new,,
427,SILVER DALE,280.0,East,"B.T.Kavde Road, Ghorpadi",,,,,,,new,,
428,PLAM GROVER,138.0,East,"B.T.Kavde Road, Ghorpadi",,,,,,,new,,
429,SOLACE PARK,228.0,East,"B.T.Kavde Road, Ghorpadi",,,,,,,new,,
430,CITALE EMPRESS,305.0,East,"B.T.Kavde Road, Ghorpadi",,,,,,,new,,
431,Bramha Skycity,530.0,North,Nagar Road,,,,,,,new,,
432,Kukreja Heritage,,North,Nagar Road,,,,,,,new,,
433,Nyati Evita,240.0,North,Nagar Road,,,,,,,new,,
434,Pallidum Homes,,North,Nagar Road,,,,,,,new,,
435,Shreewoods Soc. ,,North,Nagar Road,,,,,,,new,,
436,Siddeshwar Soc,,North,Nagar Road,,,,,,,new,,
437,Splendid Square,148.0,North,Nagar Road,,,,,,,new,,
438,Uttam Townspace,520.0,North,Nagar Road,,,,,,,new,,
439,Nyati Elan,740.0,North,Nagar Road,,,,,,,new,,
440,Rose Parade,200.0,South,N.I.B.M,,,,,,,new,,
441,Amba Vatika,350.0,South,N.I.B.M,,,,,,,new,,
442,Natasha Enclave,250.0,South,N.I.B.M,,,,,,,new,,
443,Natasha Highland,250.0,South,N.I.B.M,,,,,,,new,,
444,Brahma Majestique,477.0,South,N.I.B.M,,,,,,,new,,
445,Kubera Colony,310.0,South,N.I.B.M,,,,,,,new,,
446,Konark Indrayu Enclave,350.0,South,N.I.B.M,,,,,,,new,,
447,HILLS AND DALES,280.0,South,UNDRI,,,,,,,new,,
448,MISTY MOORS,310.0,South,UNDRI,,,,,,,new,,
449,ORCHID PLACE,350.0,South,UNDRI,,,,,,,new,,
450,Nyati Enclave,320.0,South,Undri,,,,,,,new,,
451,Iris,210.0,South,Undri,,,,,,,new,,
452,Atur Park,320.0,South,Undri,,,,,,,new,,
453,Bramha Avenue,320.0,South,Undri,,,,,,,new,,
454,Gopi Puram,250.0,South,Undri,,,,,,,new,,
455,YOGI PARK,310.0,East,K.P,,,,,,,new,,
456,MUGHAL GARDON,180.0,East,K.P,,,,,,,new,,
457,KUMAR SUPJONIA,320.0,East,K.P,,,,,,,new,,
458,PRINCETON TOWN,315.0,East,K.P,,,,,,,new,,
459,GANGA ORCHID,280.0,East,K.P,,,,,,,new,,
460,OAKWOOD APRTMENT,210.0,East,K.P,,,,,,,new,,
461,GANGA HAMLET,280.0,East,K.P,,,,,,,new,,
462,LEELA GAEDEN,180.0,East,K.P,,,,,,,new,,
463,CELEBRIA,280.0,East,HADPSAR,,,,,,,new,,
464,KUMAR PICASSO,285.0,East,HADPSAR,,,,,,,new,,
465,VISTA LUCURIA,210.0,East,HADPSAR,,,,,,,new,,
466,SUNDAR SANKUL,290.0,East,HADPSAR,,,,,,,new,,
467,DREAM RAGINI,295.0,East,HADPSAR,,,,,,,new,,
468,MI CASA,290.0,East,HADPSAR,,,,,,,new,,
469,GANGA RECIDENCY,280.0,East,HADPSAR,,,,,,,new,,
470,KUMAR PURVA,250.0,East,HADPSAR,,,,,,,new,,
471,MANJARI GREEN PH. V,250.0,East,HADPSAR,,,,,,,new,,
472,DREAM ESATE,280.0,East,HADPSAR,,,,,,,new,,
473,EISHA EMPIRE,290.0,East,HADPSAR,,,,,,,new,,
474,RUNWAL SEAGULL,305.0,East,HADPSAR,,,,,,,new,,
475,GANGA VILLIGE,310.0,East,HADPSAR,,,,,,,new,,
476,URBAN BANALCE REC.,250.0,East,HADPSAR,,,,,,,new,,
477,DREAM EIINA,250.0,East,HADPSAR,,,,,,,new,,
478,GREEN CITY,250.0,East,HADPSAR,,,,,,,new,,
479,ASHOK NAGAR APRT.,200.0,East,HADPSAR,,,,,,,new,,
480,NAMO VIHAR,205.0,East,HADPSAR,,,,,,,new,,
481,ARYAN CENTER,280.0,East,HADPSAR,,,,,,,new,,
482,AMAR PLACE,210.0,East,HADPSAR,,,,,,,new,,
483,TODKAR TOWSHIP,290.0,East,HADPSAR,,,,,,,new,,
484,AGRWAL TOWERS,310.0,East,HADPSAR,,,,,,,new,,
485,GANGA RECIDENCY,350.0,East,HADPSAR,,,,,,,new,,
486,KUBER SANKUL,450.0,East,HADPSAR,,,,,,,new,,
